id	text	aspect	polarity
437	we were tired and cold when we got to the restaurant then we sat down to begin ordering appetizers	anecdotes miscellaneous	0
438	this is not your corner chinese food takeout	anecdotes miscellaneous	0
439	also if you do not want to sit at a certain table you do not have to	service	1
440	and i have been around the block to say the very least	anecdotes miscellaneous	0
441	nha trang while being notorious for utter lack of comfort and decor horribly slow wait staff and horribly quick meals is one of the best vietnamese restaurants i have ever been to the pho is delicious and comes with very fresh vegtables	food	1
442	the staff was accomodating the food was absolutely delicious and the place is lovely	food	1
443	our agreed favorite is the orrechiete with sausage and chicken usually the waiters are kind enough to split the dish in half so you get to sample both meats	food	1
444	the pizza and wine were excellent the service too but what really made this place was the backyard dining area	service	1
445	this restaurant is a wonderful place to go many times and it is reasonably priced	price	1
446	did i mention the wine	food	0
447	the food is very good for it is price better than most fried dumplings i have had	price	1
448	off the beaten path this jewel of a restaurant shines just one block away from the plethora of th street indian restaurants	anecdotes miscellaneous	1
449	the quantity is also very good you will come out satisfied	food	1
450	i loved the shows	ambience	1
451	food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went	ambience	1
452	david daytona beach fl	anecdotes miscellaneous	0
453	probably would not go again	anecdotes miscellaneous	-1
454	not only does make the best pizza in ny maybe anywhere	food	1
455	i was not there for the half price saturday night special but tuesday night	anecdotes miscellaneous	0
456	then get ripped on free box wine	food	1
457	the vibe is very relaxed and cozy service was great and the food was excellent	food	1
458	dakshin is one of the few affordable and tasty indian restaurant in the upper east side	food	1
459	you fellas above says its the best taiwanese restaurant in town	anecdotes miscellaneous	0
460	while they keep the capex to a minimum they do put some cash into the bagels because they among the best in the city	price	1
461	the sandwiches are dry tasteless and way overpriced	price	-1
462	we have been to montparnasse many times and return often for good reason	anecdotes miscellaneous	1
463	the food however is what one might expect	food	0
464	the service is a little scatty at times but all is forgiven when the food arrives	food	1
465	the menu prices are a bit expensive for what you get in quality and portion size	food	-1
466	the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm	service	1
467	this is by far my favorite restaurant in nyc and i only wish it were more affordable so i could go more often	anecdotes miscellaneous	1
468	horrible	anecdotes miscellaneous	-1
469	we even had a visit from the manager who wanted to make sure we were enjoying ourselves	anecdotes miscellaneous	1
470	i have been to at cafe spice probably times it is probably still the best indian restaurant around union square	anecdotes miscellaneous	1
471	it was divine melts in your mouth	food	1
472	unique apppetizers	food	1
473	we had a girls night dinner here for restaurant week	anecdotes miscellaneous	0
474	and you are hungry a few hours later	food	0
475	i have never been treated so rudely	service	-1
476	upon entering we were greeted by the owners steven and frederick who went out of their way to be more than gracious hosts	service	1
477	skip this restaurant it is a big disappointment	anecdotes miscellaneous	-1
478	i had a great experience	anecdotes miscellaneous	1
479	i was turned on to this restaurant by a fellow foodie friend of mine and have been going back regularly ever since	anecdotes miscellaneous	1
480	i tend to judge a sushi restaurant by its sea urchin which was heavenly at sushi rose	food	1
481	i was a little leary about mary at first it is small crowded and you usually have to wait on line but i am glad i finally tried it	ambience	-1
482	this place is the most japanese it can ever get	ambience	1
483	like others have said do not expect the restaurant to make a nite out romantic for you and yes a busy restaurant may require you to wait	service	-1
